decade,key,tempo_bin,count,major_ratio,avg_tempo
1970,9,230,1,0,231.902
1970,11,230,2,0.5,234.814
1980,0,230,2,1,234.422
1980,1,230,1,1,233.384
1980,2,230,1,1,234.756
1980,4,230,6,0.333333333,232.1571667
1980,5,230,2,0,234.147
1980,6,230,1,0,233.238
1980,7,230,3,0.666666667,233.348
1980,9,230,3,0.666666667,232.0583333
1980,10,230,3,0.333333333,231.474
1980,11,230,4,0,232.04975
1990,0,230,7,1,232.5707143
1990,1,230,8,0.75,232.538375
1990,2,230,10,0.8,232.2445
1990,3,230,1,0,232.979
1990,4,230,5,0.6,232.2074
1990,5,230,4,0,231.757
1990,6,230,8,0.375,232.318
1990,7,230,6,1,232.5756667
1990,8,230,2,0.5,231.348
1990,9,230,9,0.777777778,232.251
1990,10,230,7,0.285714286,231.1331429
1990,11,230,8,0.125,231.769875
2000,0,230,20,0.9,232.61995
2000,1,230,17,0.764705882,232.1958235
2000,2,230,14,0.785714286,231.3837143
2000,3,230,2,0.5,232.095
2000,4,230,8,0.5,232.094125
2000,5,230,9,0.666666667,232.0311111
2000,6,230,10,0.7,232.4317
2000,7,230,15,0.866666667,232.487
2000,8,230,10,0.9,232.2641
2000,9,230,16,0.75,232.0851875
2000,10,230,13,0.384615385,232.2929231
2000,11,230,9,0.555555556,232.0085556
2010,0,230,1,0,230.022
2010,6,230,1,0,230.029
2010,8,230,1,0,232.031
1950,3,235,1,1,235.43
1960,11,235,1,1,236.192
1970,0,235,1,1,236.113
1970,2,235,2,0,237.9295
1970,5,235,2,1,236.215
1980,0,235,5,1,236.7498
1980,1,235,1,1,235.968
1980,4,235,2,1,238.328
1980,5,235,1,1,237.964
1980,6,235,2,1,238.5155
1980,7,235,1,1,239.803
1980,8,235,2,1,237.3335
1980,9,235,4,0.75,238.169
1980,10,235,1,0,236.262
1980,11,235,3,0.333333333,236.3966667
1990,0,235,8,0.875,237.440875
1990,1,235,6,0.666666667,237.9455
1990,2,235,6,0.5,237.7315
1990,3,235,2,0.5,237.0665
1990,4,235,13,0.615384615,236.9276923
1990,5,235,2,1,236.684
1990,6,235,3,0,236.951
1990,7,235,4,0.75,236.96825
1990,8,235,1,1,238.833
1990,9,235,5,0.8,237.7432
1990,10,235,2,0,235.357
1990,11,235,4,0.25,237.412
2000,0,235,10,0.9,237.9347
2000,1,235,13,0.846153846,237.884
2000,2,235,16,0.875,238.4566875
2000,3,235,2,1,236.5635
2000,4,235,8,0.25,238.29675
2000,5,235,4,0.75,238.25175
2000,6,235,6,0,236.5038333
2000,7,235,11,0.818181818,237.7825455
2000,8,235,4,1,238.4815
2000,9,235,10,0.5,237.0206
2000,10,235,7,0.142857143,238.4162857
2000,11,235,7,0.285714286,236.5005714
2010,6,235,1,0,235.877
2010,7,235,1,1,237.09
2010,8,235,1,1,239.685
1950,9,240,1,0,242.679
1960,1,240,1,0,242.631
1960,4,240,1,1,242.773
1970,0,240,1,1,244.966
1970,5,240,1,1,243
1970,8,240,1,1,240.008
1970,9,240,1,0,240.533
1970,10,240,1,1,244.655
1980,0,240,1,0,242.493
1980,1,240,2,1,243.8935
1980,2,240,1,1,242.107
1980,4,240,1,0,240.33
1980,9,240,2,0.5,241.027
1980,11,240,1,0,240.916
1990,0,240,2,1,242.676
1990,1,240,1,0,240.575
1990,2,240,2,1,240.1285
1990,3,240,2,0,240.506
1990,4,240,1,1,241.839
1990,6,240,3,1,243.1473333
1990,7,240,4,0.5,242.21025
1990,8,240,3,1,243.5716667
1990,9,240,7,0.714285714,241.3652857
1990,10,240,1,1,240.568
1990,11,240,3,0.666666667,242.8223333
2000,0,240,9,0.888888889,240.9057778
2000,1,240,8,0.875,241.147125
2000,2,240,2,1,240.385
2000,3,240,4,1,241.81275
2000,4,240,10,0.6,241.5111
2000,5,240,8,0.5,241.8225
2000,6,240,4,1,241.99875
2000,7,240,15,0.866666667,241.0086
2000,8,240,11,0.909090909,241.0147273
2000,9,240,5,0.4,240.6588
2000,10,240,8,0.375,241.74975
2000,11,240,5,0.2,242.098
2010,2,240,1,1,240.474
2010,7,240,1,1,243.538
2010,11,240,1,0,240.498
1950,5,245,1,1,248.473
1960,7,245,1,1,246.123
1980,0,245,1,1,247.61
1980,11,245,1,0,245.103
1990,0,245,1,1,245.835
1990,1,245,1,1,245.849
1990,2,245,2,1,247.73
1990,3,245,1,1,247.019
1990,4,245,2,1,246.8895
1990,6,245,1,1,245.792
1990,7,245,3,1,247.8406667
1990,9,245,2,0.5,248.542
1990,10,245,1,1,249.651
1990,11,245,2,1,246.8265
2000,0,245,5,0.8,246.8346
2000,1,245,3,0.666666667,247.9093333
2000,2,245,1,1,247.909
2000,4,245,4,0.5,247.02175
2000,5,245,4,0.75,247.30125
2000,7,245,3,1,246.276
2000,8,245,2,1,246.639
2000,9,245,2,0.5,247.1775
2000,10,245,3,0.333333333,245.733
2000,11,245,3,0,246.2446667
2010,6,245,1,1,246.346
1970,9,250,1,1,251.187
1980,9,250,1,0,253.005
2000,1,250,1,1,252.732
2000,2,250,3,0.666666667,251.9886667
2000,3,250,1,0,250.723
2000,4,250,2,0,251.39
2000,5,250,2,0.5,250.892
2000,10,250,1,0,252.068
2000,11,250,1,1,254.746
1980,1,255,1,1,256.932
1990,1,255,1,1,255.513
1990,11,255,1,0,256.663
2000,2,255,1,1,255.553
2000,4,255,1,1,255.815
2000,10,255,1,0,256.165
1960,7,260,1,0,260.547
2000,2,260,1,1,262.183
1980,3,265,1,0,268.589
1990,4,265,1,1,269.51
2000,6,270,1,0,272.596
2000,8,270,1,1,270.706
1980,7,280,1,1,280.955
